modelica.stopTime,modelica.jturbine,modelica.ratio,modelica.rho,tl_peakPowerOutput.output,tl_integratedEnergy.output
'2678400',57175566.1025,106.846583094,1.02898386135,1108808547.7464321,1675056587301.0066
'2678400',32901527.2166,102.509442968,1.3389660805,1885581253.3159029,1964909651491.9082
'2678400',63489829.6044,104.588706749,1.11560970573,1100629987.0609665,1766984529887.6431
'2678400',33508610.8953,93.9387280761,1.1148798708,1431284058.1056967,1766725177506.9272
'2678400',74492016.7165,83.1894884665,1.26178482628,999157511.02624404,1896058915310.1836
'2678400',54834924.9777,119.406943159,1.28391920792,1514920752.8285077,1915951863135.4038
'2678400',56979480.153,99.0734555547,1.44884868205,1468179673.6306875,2061746521479.5901
'2678400',52126827.5954,86.3659394901,1.49973438184,1461923905.1340258,2105535174761.946
'2678400',127247062.513,108.243838254,1.45276108133,1007983570.6377133,2064312880235.5205
'2678400',111726144.068,118.659397886,1.04819749848,832330110.32637191,1696178798274.7517
'2678400',120482514.206,102.266448348,1.33238182388,921626785.28242755,1957942533555.0801
'2678400',131755405.549,99.2264000652,1.00509902321,666387024.08465707,1647068155717.8562
'2678400',143048120.517,118.156910347,1.2129307716,843693091.54230595,1852098905563.4722
'2678400',81493260.6926,91.9372433768,1.14601913037,914701398.29000378,1793621407418.7087
'2678400',100966663.757,114.848031032,1.25006437526,1014812946.0834905,1885416016920.0212
'2678400',43843195.2304,111.460972543,1.45781876517,1834494462.3300772,2069875252173.3105
'2678400',102067533.553,91.85945186,1.37683506474,978372597.96181273,1997447409878.1431
'2678400',112959319.585,104.597816185,1.48780306538,1074924189.7852705,2095461649520.334
'2678400',30944105.3491,104.353481347,1.46154186727,2229680159.9966888,2073338158304.0383
'2678400',12302529.2043,111.802354354,1.19806079632,2978821486.5631647,1840584077994.2268
'2678400',151722282.237,115.962349797,1.0784253547,727095305.99596429,1729986729918.8672
'2678400',16439431.7943,117.696635078,1.16478375175,2291125794.9814525,1811098588553.0488
'2678400',43876581.0808,111.490460496,1.08404279917,1413887421.9825001,1737647405018.3254
'2678400',84293484.3298,106.072177976,1.37954720618,1168691024.136939,2000107800891.2625
'2678400',138331851.064,84.8903166538,1.20954337198,716511065.47676921,1849063446527.9421
'2678400',79261958.3695,100.709269532,1.18542402205,1007095445.7385637,1828509348807.7212
'2678400',52933076.8861,81.7843427828,1.43278096472,1343708951.1451287,2045750036102.8127
'2678400',107662991.967,94.6404861434,1.065924925,759833563.52013588,1716279662021.1704
'2678400',42686543.8209,99.3423559988,1.21455104111,1498928365.528178,1854750012482.5347
'2678400',155818775.82,86.3090332074,1.06232521511,605123395.89976835,1711603435456.1924
'2678400',151375545.026,95.5285590047,1.29429226519,779320445.92486429,1923871875398.1899
'2678400',65564882.9779,85.3128105519,1.28315583776,1101799732.423173,1915081502649.615
'2678400',57654793.0242,102.882790353,1.45964969683,1485488199.0229239,2071294414949.3264
'2678400',45929004.6724,119.24835765,1.32790968331,1762456713.774317,1954970596005.4768
'2678400',69716268.7834,103.474686496,1.39435401155,1293489113.0461457,2013389831294.9341
'2678400',134912488.846,93.2740716693,1.32338490725,830170054.2757194,1949785853736.5137
'2678400',98856679.6431,113.674210985,1.4045370096,1138374974.2199199,2022030324606.2651
'2678400',149360714.843,85.425171976,1.09608663419,630512387.57597685,1748624221049.603
'2678400',42960273.7802,87.062544118,1.16621704596,1305323644.5355556,1811990101001.0342
'2678400',164888145.523,99.8309739718,1.48822261421,875486365.36405981,2095175153929.7905
'2678400',44808053.1655,107.008145544,1.04606110358,1297589676.892036,1694575524293.813
'2678400',138695350.144,100.795106599,1.03421152261,676041708.85241294,1679988833181.9321
'2678400',56294040.3909,119.029263829,1.28834113008,1492532932.0182469,1919842817523.345
'2678400',124450007.122,116.007222872,1.30299349737,953440816.81281841,1931941109403.8635
'2678400',119383094.033,100.059077829,1.25890935798,871612536.74702084,1892987763292.1277
'2678400',52779557.5129,89.8206531739,1.08669600286,1096025354.6615067,1740515966041.6306
'2678400',156515281.172,93.7330544202,1.29061505417,757264906.33490407,1920550676787.5845
'2678400',72425797.2494,86.4585944314,1.24613894989,1017721761.6908126,1882258915475.1946
'2678400',104510784.435,108.618122984,1.17267475331,910301336.9284544,1816933332702.1887
'2678400',16330822.733,111.585933977,1.01839281681,2348492232.8116493,1663583001887.7087
'2678400',28775215.1546,84.6638504375,1.3345673047,1851507896.1971366,1961061979274.9531
'2678400',114068771.345,88.3370746818,1.33031830072,876523899.66543067,1956156576790.6155
'2678400',167169998.842,105.424051163,1.05584900796,646811498.43088448,1704198330111.9348
'2678400',104690807.618,106.843027218,1.30452600152,992833475.66658199,1933512771045.9348
'2678400',167551459.475,105.0852743,1.17273628619,711356845.06878281,1816245846227.7302
'2678400',114151395.731,86.1186113256,1.1099230781,729551991.35194945,1761285561575.9138
'2678400',159600971.954,111.017786601,1.39352056886,882430752.74140453,2011554731898.833
'2678400',102622426.996,100.827878192,1.37828967266,1020587522.5296059,1998748274432.665
'2678400',93085111.8351,84.3335565407,1.24152329726,880596232.13989544,1877902386297.3494
'2678400',80194232.0492,106.211750485,1.46461747633,1272466801.0002294,2075386544700.3147
'2678400',167337869.024,99.3466757427,1.31610543456,769587187.75801945,1942977121020.3188
'2678400',143499002.343,107.830309063,1.48905053954,971315813.01712883,2096200239189.7598
'2678400',128636384.472,83.7215892387,1.04455201649,638610541.21178782,1691777990463.0625
'2678400',128278402.39,106.573311409,1.30926452971,902908866.50129592,1937420373030.2766
'2678400',83916446.5152,87.0908639198,1.1393400852,870244986.16404271,1787675122812.7085
'2678400',141891504.482,117.660955689,1.1565319342,807064859.96988904,1802245441769.8113
'2678400',127462586.715,89.3031685184,1.15328332884,728926169.57806015,1799471795983.7683
'2678400',120851513.093,102.283679452,1.27676658217,888090645.16077042,1908764557292.6318
'2678400',108433393.596,106.225612693,1.45228330955,1080747566.4920869,2064114588482.5803
'2678400',61823147.0998,89.4108552293,1.19007325555,1081332214.188843,1832830911405.823
'2678400',121065896.222,118.64320148,1.03067177039,788769316.98458767,1676208423485.9639
'2678400',46665325.1401,101.475647188,1.38051367202,1564760101.8707457,2001463242318.9026
'2678400',151241712.458,92.8842393873,1.46222511724,863337266.64244866,2072330964561.1077
'2678400',55257869.4605,104.657023387,1.32930432785,1424578392.6586294,1956064612328.8066
'2678400',9291374.73372,81.7056276714,1.25177715834,3600184345.4895635,1888125614241.2854
'2678400',124837455.232,114.536025238,1.03508418866,760069646.1114397,1681161583847.4373
'2678400',131713847.691,93.6780231399,1.3837637062,876108005.12059271,2003209471198.3604
'2678400',27369931.0255,101.254042311,1.33164235529,1874563422.9162278,1958507416844.0935
'2678400',80079201.5407,84.3256348946,1.3281085381,1018829040.1224542,1954632654468.4321
'2678400',87567876.6106,92.4811210557,1.23556022734,955973796.28679299,1872719411553.1685
'2678400',43529344.635,80.6140194664,1.42902412298,1478246552.5193148,2041600630697.833
'2678400',62739250.634,100.828634003,1.00730007536,986128366.3748492,1650397098311.5774
'2678400',134467502.191,90.2884451857,1.23369084395,764259144.77196586,1870480397307.9502
'2678400',160396125.192,82.4046671561,1.26907009923,687921480.86904287,1901397288625.0745
'2678400',45603327.6338,108.692298679,1.08112750147,1310628502.9851265,1734318232385.3979
'2678400',121490159.629,80.5541126939,1.44614082606,878258879.7482779,2054409644771.605
'2678400',161612232.872,114.069258208,1.01161450488,659169770.58401525,1654148110600.8318
'2678400',141637887.08,106.67242558,1.27880609552,839120787.06806719,1910332491219.8081
'2678400',65243063.4248,80.1429070461,1.30197849856,1080394432.9688849,1931718642117.3074
'2678400',58809877.7605,114.82644039,1.38625304628,1522788001.5315316,2006389735886.5596
'2678400',127922183.748,101.485006545,1.17051304712,791642959.20673203,1814733434558.1929
'2678400',66066469.4328,118.675368834,1.4107478563,1456596356.724149,2027959541710.9915
'2678400',95180878.1118,80.9444048239,1.17386043928,812637275.68388486,1818040036448.6218
'2678400',97994585.1932,91.2899131273,1.42752539268,1029544874.2018322,2042319415830.6025
'2678400',77422346.6486,102.883842811,1.1092000341,978161174.10128045,1761134669698.1616
'2678400',68472946.3112,102.269213645,1.22424015109,1145540917.418144,1862976203723.4402
'2678400',101390710.956,80.6606309223,1.29952387301,864203218.44721723,1929067332214.6086
'2678400',131406788.159,116.346303698,1.29560814016,927147163.41564465,1925330629359.2224
'2678400',99873856.4952,117.02659464,1.37990641465,1126875135.6001015,2000244209508.5671
'2678400',116877977.269,113.727278467,1.27869930753,958092582.45674193,1910544463071.6841
'2678400',17098548.2017,81.5913496641,1.30653128825,2578666538.4860592,1936434244341.623
'2678400',93114175.2178,119.68519002,1.3885610815,1198903754.3692856,2007988006841.8574
'2678400',159500290.824,105.301654937,1.38577308192,851382578.38514531,2004687524256.4958
'2678400',115567400.526,117.657093229,1.06217165764,821767433.24845529,1711973480810.5256
'2678400',90521260.8841,109.892962002,1.15153729994,970376575.98015022,1798416926604.342
'2678400',134865850.23,90.4503312477,1.40172653876,861699360.2768569,2019039520612.449
'2678400',22944828.2908,100.252402983,1.26395165366,2141432127.9047451,1898704806224.876
'2678400',87606502.0625,85.5160562361,1.3137550937,969711370.60480821,1941844365614.762
'2678400',126533553.093,117.077059762,1.07049729278,787655731.77851665,1721286047263.2732
'2678400',27488135.8255,102.677080893,1.18801634879,1783922366.4424355,1831489510605.458
'2678400',99018721.257,81.2002452675,1.05892294293,722273027.97624242,1708419318619.0049
'2678400',25124623.1755,88.4185269091,1.16944758914,1614128124.9044619,1815092075216.6289
'2678400',103388335.067,82.7201899093,1.02385515986,692559145.59814036,1668621369212.8621
'2678400',31000814.9465,83.585630436,1.35478742074,1804814890.0706406,1978910796573.2275
'2678400',152291297.831,110.219355433,1.35360790205,874477865.52935898,1976351347032.4097
'2678400',81870949.2825,101.97686063,1.27180433323,1072893720.5461276,1904859864293.8035
'2678400',27456205.1167,91.9141057817,1.2726725223,1944812196.6869717,1906349629438.3066
'2678400',17105375.1254,112.709802106,1.49105696112,3311909495.337944,2099639230910.5449
'2678400',44451774.9678,117.30392482,1.10087551802,1444514438.9619765,1754213732292.626
'2678400',134989088.947,84.9038517932,1.04065174073,629262538.79964483,1687285482097.0999
'2678400',77725023.9135,114.53178475,1.45514159481,1347350949.9472859,2067055447564.9978
'2678400',69903921.8057,91.6438376268,1.05614745497,920786800.1015743,1705662019109.4368
'2678400',67265525.1238,102.478692211,1.27062135715,1200323104.6627045,1904006432141.3472
'2678400',101872985.373,84.0005948397,1.25826259482,856954253.59658706,1892588950343.2974
'2678400',98190742.2686,109.258291561,1.1020627892,882856755.97498071,1754573234402.531
'2678400',133189339.562,101.173278966,1.18646747729,783657034.08760238,1828776973649.8193
'2678400',75914596.879,99.0408569705,1.31705530374,1138301845.6616728,1944945939126.3362
'2678400',69992230.0412,114.271914256,1.10588574241,1101294571.9716413,1758314717499.0361
'2678400',156216228.423,96.6433004856,1.25484431389,749920014.82684624,1888941755757.4478
'2678400',54811317.7941,89.1854320005,1.35870137131,1316999613.9711642,1982043205762.7131
'2678400',91291331.9784,119.3194275,1.30765879425,1135001387.5367053,1936472421789.5916
'2678400',130665476.673,91.4892996037,1.15755064339,733997745.99351859,1803213125718.6167
'2678400',141710816.237,99.096344621,1.24244852032,787088700.62558007,1878165034826.8257
'2678400',24188983.0394,110.116844493,1.41961703963,2162689360.8239884,2036358202202.7234
'2678400',31104872.8192,112.756630925,1.32536230842,2161033458.9911671,1952909959645.6143
'2678400',14985444.8805,116.60066767,1.0589185202,2125527514.2822948,1709545128759.8804
'2678400',30928065.8298,102.132025004,1.03959112383,1509994572.9830122,1687417592781.9858
'2678400',53481066.3113,108.471221147,1.21197891585,1356683345.4933853,1852340779609.9465
'2678400',72090508.567,93.297620454,1.33456018199,1140864182.1736639,1960464464975.4348
'2678400',113126524.514,113.535684281,1.37152736807,1039789260.7684895,1992667703964.3059
'2678400',17571188.7878,115.256746162,1.20557707054,2547453506.7270207,1847159503474.3096
'2678400',72794402.815,119.621080984,1.32041932132,1308243682.1133127,1947995496855.4924
'2678400',90048900.9139,107.431931764,1.49827760984,1232376154.2175093,2104535184960.5781
'2678400',84617115.3754,91.6204346433,1.11230607532,875051942.23923969,1763770724698.4729
'2678400',90163173.7201,105.193659315,1.04253916541,856108327.00740588,1690002365867.2271
'2678400',146959624.758,89.4585272674,1.23901039967,732926644.43955314,1875027460530.6321
'2678400',127210959.297,104.990768715,1.04814762155,730130427.76558042,1695924847642.5083
'2678400',116077669.684,99.7773034383,1.18826301409,831525720.2642988,1830562648877.8513
'2678400',126567229.561,105.061187679,1.2484321977,862681999.13504887,1883650995387.6384
'2678400',109552699.214,86.8991558307,1.1752755244,786052628.59188974,1819125440919.6028
'2678400',73214651.6534,82.3210064142,1.37856725699,1087161270.6860721,1999337166678.5273
'2678400',17878595.9697,93.258316902,1.37488422244,2832234111.3775229,1996878866587.8789
'2678400',69959523.4837,80.2442737195,1.31462311811,1051325472.289336,1942834591710.2224
'2678400',95861331.9572,115.466008701,1.4498257201,1197788027.6169846,2062118449078.6533
'2678400',163546590.09,117.570870789,1.14454678604,744691002.90975952,1791403061384.7878
'2678400',70394106.675,118.361641585,1.49900296723,1489156112.4925771,2105280540963.5168
'2678400',100760533.211,89.2393321319,1.39112214352,979198920.59934568,2010090007841.0686
'2678400',56997993.8911,100.921505105,1.47644441675,1499608362.9790528,2086152162133.7366
'2678400',127965556.825,92.6366579674,1.46902870314,936286807.88714743,2078638595314.3872
'2678400',142890965.695,104.162312932,1.05543224849,691273612.95640993,1704000544529.4558
'2678400',73971205.1192,85.0631980705,1.2536047033,1004288060.0091448,1888836889124.2046
'2678400',161487136.988,110.271787244,1.35050809307,848031565.67079878,1973501803140.3779
'2678400',16472825.0023,118.379236541,1.05179270789,1825733984.8879035,1701447123763.4934
'2678400',21019583.7226,99.4905521922,1.05248827242,1877405426.7922406,1702168730136.9639
'2678400',37975829.38,94.1637174635,1.20569383645,1555827314.1712303,1846975819017.6133
'2678400',88201162.7314,119.997116806,1.44139765162,1280045458.9891062,2054773511095.301
'2678400',130673098.227,93.4734102283,1.32155432075,842532106.43489349,1948220014657.2817
'2678400',49124127.5258,118.322542163,1.41323423137,1679429509.3145201,2030382862886.3367
'2678400',165723678.332,95.0429962293,1.15806130643,670739842.36856198,1803257214257.8296
'2678400',62256931.9617,84.5530149808,1.02658669021,908565451.08573568,1672242359631.6445
'2678400',140900182.382,97.989830687,1.41062538193,885445555.77024293,2026860723912.7161
'2678400',80877354.6382,108.726856972,1.29720681174,1144869741.3499527,1927346956902.5278
'2678400',68675201.163,85.9017325597,1.15385888286,974833676.72706652,1800708691463.5776
'2678400',106746309.334,115.321267211,1.42099385603,1117043922.5229261,2036487397781.8782
'2678400',129429720.194,86.9429972142,1.39052595545,856326945.95697117,2009190875640.6643
'2678400',121483482.875,80.4409846017,1.44602830134,878521215.72284234,2054173054784.1802
'2678400',90324623.2783,117.70312528,1.14538290644,1006734656.6147287,1792988904866.884
